Year,index_nsa,"City, State",Population,Violent Crimes,Homicides,Rapes,Assaults,Robberies
2006,152.1591667,"Indianapolis, IN",800969,7689,140,549,3751,3249
,,,,,,,,
2006,271.9316667,"Jacksonville, FL",795822,6663,110,218,4031,2304
,,,,,,,,
2006,180.28625,"Louisville, KY",626018,3836,50,175,1873,1738
,,,,,,,,
2006,163.05,"Memphis, TN",680828,13557,149,434,7661,5313
,,,,,,,,
2006,373.55,"Miami, FL",392934,5931,77,101,3642,2111
,,,,,,,,
2006,219.6125,"Milwaukee, WI",581005,7802,103,220,3873,3606
,,,,,,,,
2006,257.1916667,"Minneapolis, MN",375302,6374,57,453,2836,3028
,,,,,,,,
2006,198.8033333,"Nashville, TN",560813,8565,80,320,5740,2425
,,,,,,,,
2006,258.8391667,"Newark, NJ",280877,2839,105,87,1359,1288
,,,,,,,,
2006,303.60125,"Oakland, CA",398834,7599,145,306,3614,3534
,,,,,,,,
2006,182.2925,"Omaha, NE",416770,2505,33,187,1437,848
,,,,,,,,
2006,276.3816667,"Orlando, FL",216819,4300,49,163,2560,1528
,,,,,,,,
2006,225.1625,"Philadelphia, PA",1464576,22884,407,960,10546,10971
,,,,,,,,
2006,323.07125,"Mesa, AZ",459705,2084,26,203,1347,508
,,,,,,,,
2006,323.07125,"Phoenix, AZ",1517443,11195,235,550,6047,4363
,,,,,,,,
2006,165.0191667,"Pittsburgh, PA",324604,3473,56,102,1593,1722
,,,,,,,,
2006,300.1466667,"Portland, OR",542174,3872,20,293,2262,1297
,,,,,,,,
2006,169.9075,"Raleigh, NC",348345,2223,19,97,1325,782
,,,,,,,,
2006,262.6466667,"Sacramento, CA",460552,5556,57,196,3115,2188
,,,,,,,,
2006,271.235,"Seattle, WA",583772,4152,30,129,2326,1667
,,,,,,,,
2006,295.6325,"Tampa, FL",331487,3839,25,133,2470,1211
,,,,,,,,
2006,268.73875,"Tucson, AZ",535232,4580,51,294,2560,1675
,,,,,,,,
2006,167.20625,"Tulsa, OK",385834,4816,53,289,3477,997
,,,,,,,,
2006,280.2291667,"Washington, DC",581530,8408,169,182,4453,3604
,,,,,,,,
2006,161.2175,"Wichita, KS",357372,3325,26,245,2534,520
,,,,,,,,
2007,209.08625,"Albuquerque, NM",513124,5080,47,307,3287,1439
,,,,,,,,
2007,189.37,"Atlanta, GA",497290,8075,129,148,4221,3577
,,,,,,,,
2007,232.4341667,"Austin, TX",716817,3871,30,328,2056,1457
,,,,,,,,
2007,256.1625,"Baltimore, MD",624237,10182,282,146,5859,3895
,,,,,,,,
2007,256.82,"Boston, MA",591855,6837,65,263,4267,2242
,,,,,,,,
2007,144.80375,"Buffalo, NY",273832,3490,54,164,1739,1533
,,,,,,,,
2007,185.2,"Charlotte, NC",733291,7233,76,282,3684,3191
,,,,,,,,
2007,226.01625,"Chicago, IL",2824434,34936,443,1644,17424,15425
,,,,,,,,
2007,167.2125,"Cincinnati, OH",332388,3595,62,318,1253,1962
,,,,,,,,
2007,155.0475,"Cleveland, OH",439888,6460,90,385,1960,4025
,,,,,,,,
2007,166.36,"Columbus, OH",735981,6302,79,683,1685,3855
,,,,,,,,
2007,168.2558333,"Dallas, TX",1239104,13248,200,511,5315,7222
,,,,,,,,
2007,244.9725,"Aurora, CO",307621,1685,14,191,896,584
,,,,,,,,
2007,244.9725,"Denver, CO",573387,3528,47,294,2148,1039
,,,,,,,,
2007,166.825,"Detroit, MI",860971,19690,392,335,12396,6567
,,,,,,,,
2007,164.5833333,"Arlington, TX",372073,2588,13,156,1677,742
,,,,,,,,
2007,257.225,"Fresno, CA",472170,3043,52,99,1788,1104
,,,,,,,,
2007,193.5475,"Honolulu, HI",905903,2613,19,226,1425,943
,,,,,,,,
2007,186.8333333,"Houston, TX",2169544,24564,351,694,12040,11479
,,,,,,,,
2007,152.5858333,"Indianapolis, IN",797268,9841,114,505,5176,4046
,,,,,,,,
2007,269.6066667,"Jacksonville, FL",797350,8146,123,249,4660,3114
,,,,,,,,
2007,183.59,"Louisville, KY",624030,4238,71,194,2063,1910
,,,,,,,,
2007,165.91375,"Memphis, TN",669264,13065,131,450,7613,4871
,,,,,,,,
2007,386.211875,"Miami, FL",410252,6119,78,57,3447,2537
,,,,,,,,
2007,219.6691667,"Milwaukee, WI",572938,8057,105,236,4181,3535
,,,,,,,,
2007,246.945,"Minneapolis, MN",371240,5580,47,452,2561,2520
,,,,,,,,
2007,208.0708333,"Nashville, TN",564169,8513,73,290,5634,2516
,,,,,,,,
2007,255.0908333,"Newark, NJ",280158,2415,104,60,1147,1104
,,,,,,,,
2007,279.376875,"Oakland, CA",396541,7605,120,299,3716,3470
,,,,,,,,
2007,182.2925,"Omaha, NE",431810,2578,42,189,1529,818
,,,,,,,,
2007,268.72,"Orlando, FL",224417,4269,39,162,2534,1534
,,,,,,,,
2007,232.075,"Philadelphia, PA",1435533,21180,392,956,9574,10258
,,,,,,,,
2007,308.72125,"Mesa, AZ",454576,2224,22,175,1407,620
,,,,,,,,
2007,308.72125,"Phoenix, AZ",1541698,11158,212,509,5495,4942
,,,,,,,,
2007,167.5116667,"Pittsburgh, PA",312179,3455,52,129,1678,1596
,,,,,,,,
2007,315.0283333,"Portland, OR",538133,3701,22,280,2110,1289
,,,,,,,,
2007,180.4425,"Raleigh, NC",367120,2098,23,99,1141,835
,,,,,,,,
2007,231.1658333,"Sacramento, CA",460546,5128,44,194,2881,2009
,,,,,,,,
2007,290.0225,"Seattle, WA",585118,3667,24,90,2031,1522
,,,,,,,,
2007,279.413125,"Tampa, FL",337220,3575,28,80,2262,1205
,,,,,,,,
2007,267.71625,"Tucson, AZ",523299,4103,49,277,2345,1432
,,,,,,,,
2007,174.90875,"Tulsa, OK",381469,4552,55,299,3175,1023
,,,,,,,,
2007,265.4675,"Washington, DC",588292,7924,181,192,3566,3985
,,,,,,,,
2007,168.60875,"Wichita, KS",358294,3391,40,278,2516,557
,,,,,,,,
2008,202.5225,"Albuquerque, NM",527464,4718,38,370,2960,1350
,,,,,,,,
2008,177.666875,"Atlanta, GA",533016,7403,105,126,3864,3308
,,,,,,,,
2008,240.275,"Austin, TX",753535,3935,23,273,2306,1333
,,,,,,,,
2008,237.7158333,"Baltimore, MD",634549,10080,234,137,5683,4026
,,,,,,,,
2008,240.7558333,"Boston, MA",604465,6676,62,237,3979,2398
,,,,,,,,
2008,146.87125,"Buffalo, NY",270289,3716,37,174,1966,1539
,,,,,,,,
2008,183.0733333,"Charlotte, NC",758769,7070,83,272,3731,2984
,,,,,,,,
2008,206.726875,"Chicago, IL",2829304,35789,510,1594,17032,16653
,,,,,,,,
2008,158.285,"Cincinnati, OH",332608,4214,75,276,1444,2419
,,,,,,,,
2008,139.9908333,"Cleveland, OH",433452,6154,55,428,1866,3805
,,,,,,,,
2008,159.1016667,"Columbus, OH",751887,5854,100,644,1509,3601
,,,,,,,,
2008,167.6541667,"Dallas, TX",1276214,11420,170,499,4285,6466
,,,,,,,,
2008,230.8316667,"Aurora, CO",316323,1621,18,187,861,555
,,,,,,,,
2008,230.8316667,"Denver, CO",592881,3359,40,282,2081,956
,,,,,,,,
2008,133.8725,"Detroit, MI",905783,17982,323,334,11000,6325
,,,,,,,,
2008,163.3875,"Arlington, TX",375836,2262,23,141,1404,694
,,,,,,,,
2008,197.405,"Fresno, CA",475723,2782,40,80,1678,984
,,,,,,,,
2008,191.2725,"Honolulu, HI",906349,2575,18,203,1426,928
,,,,,,,,
2008,187.6866667,"Houston, TX",2238895,24779,294,750,13132,10603
,,,,,,,,
2008,147.3616667,"Indianapolis, IN",808329,9735,114,475,5123,4023
,,,,,,,,
2008,236.4575,"Jacksonville, FL",806080,8032,115,262,4717,2938
,,,,,,,,
2008,182.77375,"Louisville, KY",629679,4306,71,220,2253,1762
,,,,,,,,
2008,159.78375,"Memphis, TN",672046,12939,138,366,7647,4788
,,,,,,,,
2008,297.309375,"Miami, FL",427740,5709,63,42,3189,2415
,,,,,,,,
2008,208.3533333,"Milwaukee, WI",602131,7404,71,205,3884,3244
,,,,,,,,
2008,220.1983333,"Minneapolis, MN",376753,4779,37,367,2370,2005
,,,,,,,,
2008,204.3375,"Nashville, TN",602181,8365,76,291,5621,2377
,,,,,,,,
2008,236.215,"Newark, NJ",279788,2660,67,51,1155,1387
,,,,,,,,
2008,217.81,"Oakland, CA",401587,7905,115,338,4129,3323
,,,,,,,,
2008,177.1575,"Omaha, NE",437238,2648,44,180,1475,949
,,,,,,,,
2008,214.53,"Orlando, FL",229808,3829,43,131,2335,1320
,,,,,,,,
2008,228.1341667,"Philadelphia, PA",1441117,20771,331,1038,9784,9618
,,,,,,,,
2008,247.796875,"Mesa, AZ",456821,2289,16,161,1456,656
,,,,,,,,
2008,247.796875,"Phoenix, AZ",1585838,10465,167,481,4992,4825
,,,,,,,,
2008,166.795,"Pittsburgh, PA",309757,3358,72,136,1609,1541
,,,,,,,,
2008,296.0783333,"Portland, OR",553023,3445,26,250,2037,1132
,,,,,,,,
2008,183.33875,"Raleigh, NC",388661,2245,34,95,1091,1025
,,,,,,,,
2008,177.6083333,"Sacramento, CA",467065,4660,49,168,2682,1761
,,,,,,,,
2008,270.9666667,"Seattle, WA",598077,3447,29,126,1680,1612
,,,,,,,,
2008,228.93,"Tampa, FL",336911,2975,27,83,1809,1056
,,,,,,,,
2008,235.77875,"Tucson, AZ",528917,4252,65,246,2490,1451
,,,,,,,,
2008,176.48625,"Tulsa, OK",382954,4922,50,252,3524,1096
,,,,,,,,
2008,220.24,"Washington, DC",591833,8135,186,186,3609,4154
,,,,,,,,
2008,169.01,"Wichita, KS",362602,3097,30,282,2303,482
,,,,,,,,
2009,191.2525,"Albuquerque, NM",530636,4082,56,326,2597,1103
,,,,,,,,
2009,163.8,"Atlanta, GA",552901,6359,80,135,3419,2725
,,,,,,,,
2009,235.5341667,"Austin, TX",768970,4024,22,265,2322,1415
,,,,,,,,
2009,217.8241667,"Baltimore, MD",638755,9664,238,158,5561,3707
,,,,,,,,
2009,231.5125,"Boston, MA",624222,6192,50,269,3596,2277
,,,,,,,,
2009,149.24875,"Buffalo, NY",268655,3920,60,141,2083,1636
,,,,,,,,
2009,174.1041667,"Charlotte, NC",777708,5625,58,303,2918,2346
,,,,,,,,
2009,183.278125,"Chicago, IL",2848431,33501,458,1439,15727,15877
,,,,,,,,
2009,153.18,"Cincinnati, OH",333568,3983,55,241,1415,2272
,,,,,,,,
2009,134.0291667,"Cleveland, OH",429238,5994,83,380,1976,3555
,,,,,,,,
2009,154.5558333,"Columbus, OH",759391,5375,82,599,1295,3399
,,,,,,,,
2009,165.7283333,"Dallas, TX",1290266,10221,166,485,4069,5501
,,,,,,,,
2009,231.6091667,"Aurora, CO",324014,1520,19,214,734,553
,,,,,,,,
2009,231.6091667,"Denver, CO",604680,3473,35,341,2166,931
,,,,,,,,
2009,110.6225,"Detroit, MI",908441,18094,363,334,11390,6007
,,,,,,,,
2009,162.5725,"Arlington, TX",379104,2330,12,152,1494,672
,,,,,,,,
2009,165.0175,"Fresno, CA",481370,2933,42,86,1720,1085
,,,,,,,,
2009,180.80875,"Honolulu, HI",907124,2537,14,243,1411,869
,,,,,,,,
2009,186.8875,"Houston, TX",2273771,25593,287,823,13116,11367
,,,,,,,,
2009,144.1575,"Indianapolis, IN",813471,9759,99,460,5271,3929
,,,,,,,,
2009,203.4658333,"Jacksonville, FL",810064,6772,99,218,4096,2359
,,,,,,,,
2009,179.7075,"Louisville, KY",631260,3769,62,230,1907,1570
,,,,,,,,
2009,151.92375,"Memphis, TN",667421,12072,132,387,7414,4139
,,,,,,,,
2009,220.766875,"Miami, FL",419205,4983,59,65,2765,2094
,,,,,,,,
2009,196.6216667,"Milwaukee, WI",604673,6661,72,203,3209,3177
,,,,,,,,
2009,201.6616667,"Minneapolis, MN",382618,4242,18,413,2148,1663
,,,,,,,,
2009,195.1991667,"Nashville, TN",610176,6959,79,259,4650,1971
,,,,,,,,
2009,217.6258333,"Newark, NJ",279203,2597,80,68,1130,1319
,,,,,,,,
2009,187.4325,"Oakland, CA",404553,6793,104,326,3465,2898
,,,,,,,,
2009,177.65875,"Omaha, NE",443037,2363,30,192,1249,892
,,,,,,,,
2009,172.2808333,"Orlando, FL",235109,2814,28,117,1902,767
,,,,,,,,
2009,221.6708333,"Philadelphia, PA",1547605,19163,302,896,8928,9037
,,,,,,,,
2009,193.80375,"Mesa, AZ",470833,2000,14,123,1252,611
,,,,,,,,
2009,193.80375,"Phoenix, AZ",1597397,8730,122,522,4329,3757
,,,,,,,,
2009,168.09,"Pittsburgh, PA",312232,3087,39,116,1565,1367
,,,,,,,,
2009,266.8341667,"Portland, OR",560908,3105,19,252,1797,1037
,,,,,,,,
2009,179.12625,"Raleigh, NC",406005,2001,14,99,1056,832
,,,,,,,,
2009,154.4258333,"Sacramento, CA",470308,4165,30,179,2350,1606
,,,,,,,,
2009,239.7433333,"Seattle, WA",602531,3861,22,102,1945,1792
,,,,,,,,
2009,195.21875,"Tampa, FL",345233,2597,20,80,1588,909
,,,,,,,,
2009,209.84625,"Tucson, AZ",547981,3560,35,204,2075,1246
,,,,,,,,
2009,178.1925,"Tulsa, OK",384851,4295,68,254,2856,1117
,,,,,,,,
2009,203.7225,"Washington, DC",599657,7587,144,150,3295,3998
,,,,,,,,
2009,170.2925,"Wichita, KS",367635,3255,25,262,2441,527
,,,,,,,,
2010,183.57875,"Albuquerque, NM",545852,4291,42,338,2971,940
,,,,,,,,
2010,152.36375,"Atlanta, GA",420003,5749,93,89,3405,2162
,,,,,,,,
2010,233.8158333,"Austin, TX",790390,3790,38,265,2256,1231
,,,,,,,,
2010,208.1058333,"Baltimore, MD",620961,9316,223,265,5492,3336
,,,,,,,,
2010,228.7225,"Boston, MA",617594,5819,73,256,3564,1926
,,,,,,,,
2010,150.815,"Buffalo, NY",261310,3599,55,157,1921,1466
,,,,,,,,
2010,163.7766667,"Charlotte, NC",779541,4891,61,239,2796,1795
,,,,,,,,
2010,172.34625,"Chicago, IL",2695598,29774,432,1372,13757,14213
,,,,,,,,
2010,149.8675,"Cincinnati, OH",296943,3615,68,236,1194,2117
,,,,,,,,
2010,131.7358333,"Cleveland, OH",396815,5529,81,344,1923,3181
,,,,,,,,
2010,150.8808333,"Columbus, OH",787033,5472,95,574,1434,3369
,,,,,,,,
2010,164.4016667,"Dallas, TX",1197816,9161,148,505,4021,4487
,,,,,,,,
2010,232.5266667,"Aurora, CO",325078,1449,24,181,737,507
,,,,,,,,
2010,232.5266667,"Denver, CO",600158,3387,28,371,2045,943
,,,,,,,,
2010,105.0408333,"Detroit, MI",713777,16973,310,403,10721,5539
,,,,,,,,
2010,159.9383333,"Arlington, TX",365438,1925,16,119,1258,532
,,,,,,,,
2010,157.96125,"Fresno, CA",494665,3034,45,70,1898,1021
,,,,,,,,
2010,180.86625,"Honolulu, HI",953297,2548,19,218,1420,891
,,,,,,,,
2010,186.6091667,"Houston, TX",2099451,22491,269,712,12061,9449
,,,,,,,,
2010,143.2383333,"Indianapolis, IN",831388,9646,92,461,5726,3367
,,,,,,,,
2010,183.0583333,"Jacksonville, FL",823209,5469,80,316,3380,1693
,,,,,,,,
2010,177.68375,"Louisville, KY",660582,3734,52,229,1850,1603
,,,,,,,,
2010,147.52,"Memphis, TN",646889,10401,89,433,6642,3237
,,,,,,,,
2010,214.664375,"Miami, FL",399457,4879,68,46,2909,1856
,,,,,,,,
2010,189.78,"Milwaukee, WI",594833,6336,95,196,3102,2943
,,,,,,,,
2010,194.2058333,"Minneapolis, MN",382578,4064,37,438,1993,1596
,,,,,,,,
2010,189.0566667,"Nashville, TN",605009,6802,55,332,4613,1802
,,,,,,,,
2010,210.1866667,"Newark, NJ",277140,2885,90,79,1112,1604
,,,,,,,,
2010,188.43625,"Oakland, CA",390724,6267,90,318,2942,2917
,,,,,,,,
2010,174.77,"Omaha, NE",408958,2274,34,205,1312,723
,,,,,,,,
2010,150.8658333,"Orlando, FL",238300,2574,18,113,1771,672
,,,,,,,,
2010,217.34,"Philadelphia, PA",1526006,18535,306,945,8921,8363
,,,,,,,,
2010,174.92625,"Mesa, AZ",439041,1790,15,124,1140,511
,,,,,,,,
2010,174.92625,"Phoenix, AZ",1445632,8001,116,522,4113,3250
,,,,,,,,
2010,169.7158333,"Pittsburgh, PA",307630,2810,55,66,1499,1190
,,,,,,,,
2010,251.9791667,"Portland, OR",583776,3051,22,230,1794,1005
,,,,,,,,
2010,173.0525,"Raleigh, NC",403892,1740,14,99,984,643
,,,,,,,,
2010,146.5325,"Sacramento, CA",466488,4112,33,165,2423,1491
,,,,,,,,
2010,224.4775,"Seattle, WA",608660,3515,19,96,1971,1429
,,,,,,,,
2010,181.519375,"Tampa, FL",335709,2170,27,47,1412,684
,,,,,,,,
2010,186.4125,"Tucson, AZ",520116,3331,51,158,2034,1088
,,,,,,,,
2010,177.205,"Tulsa, OK",391906,4304,54,252,2617,1381
,,,,,,,,
2010,206.0141667,"Washington, DC",601723,7468,132,184,3238,3914
,,,,,,,,
2010,167.81375,"Wichita, KS",382368,3038,16,251,2290,481
,,,,,,,,
2011,172.76,"Albuquerque, NM",551961,4210,38,264,2910,998
,,,,,,,,
2011,142.248125,"Atlanta, GA",425533,6097,88,148,3518,2343
,,,,,,,,
2011,230.9875,"Austin, TX",807022,3470,27,211,2126,1106
,,,,,,,,
2011,197.9058333,"Baltimore, MD",626848,8886,197,341,4891,3457
,,,,,,,,
2011,224.6025,"Boston, MA",621359,5252,63,271,3014,1904
,,,,,,,,
2011,150.465,"Buffalo, NY",262484,3250,36,121,1634,1459
,,,,,,,,
2011,156.2025,"Charlotte, NC",789478,4787,56,218,2901,1612
,,,,,,,,
2011,158.70625,"Chicago, IL",2703713,28273,431,1459,12408,13975
,,,,,,,,
2011,142.98,"Cincinnati, OH",297160,3076,61,190,1050,1775
,,,,,,,,
2011,124.6266667,"Cleveland, OH",397106,5431,74,356,1844,3157
,,,,,,,,
2011,145.2283333,"Columbus, OH",787609,5228,87,594,1296,3251
,,,,,,,,
2011,160.6625,"Dallas, TX",1223021,8330,133,428,3703,4066
,,,,,,,,
2011,228.7983333,"Aurora, CO",330740,1460,12,187,754,507
,,,,,,,,
2011,228.7983333,"Denver, CO",610612,3718,37,396,2142,1143
,,,,,,,,
2011,100.6241667,"Detroit, MI",713239,15254,344,426,9508,4976
,,,,,,,,
2011,156.6808333,"Arlington, TX",373128,1874,22,136,1176,540
,,,,,,,,
2011,144.22375,"Fresno, CA",500480,2915,35,51,1809,1020
,,,,,,,,
2011,180.005,"Honolulu, HI",963465,2370,14,203,1332,821
,,,,,,,,
2011,182.575,"Houston, TX",2143628,20892,198,771,11869,8054
,,,,,,,,
2011,140.6691667,"Indianapolis, IN",833024,9170,96,435,5267,3372
,,,,,,,,
2011,169.6516667,"Jacksonville, FL",834429,5182,71,350,3183,1578
,,,,,,,,
2011,174.91,"Louisville, KY",665152,4086,48,227,2168,1643
,,,,,,,,
2011,142.0925,"Memphis, TN",652725,10338,117,406,6732,3083
,,,,,,,,
2011,201.508125,"Miami, FL",404901,4849,68,96,2683,2002
,,,,,,,,
2011,180.1291667,"Milwaukee, WI",597426,6637,86,205,3255,3091
,,,,,,,,
2011,182.415,"Minneapolis, MN",385531,3722,32,386,1715,1589
,,,,,,,,
2011,184.0575,"Nashville, TN",612789,7253,50,387,4927,1889
,,,,,,,,
2011,200.8425,"Newark, NJ",278064,3243,94,58,1114,1977
,,,,,,,,
2011,178.346875,"Oakland, CA",395317,6652,104,202,2981,3365
,,,,,,,,
2011,171.1975,"Omaha, NE",412608,2309,43,220,1350,696
,,,,,,,,
2011,139.715,"Orlando, FL",241548,2591,29,119,1746,697
,,,,,,,,
2011,207.5225,"Philadelphia, PA",1530873,18268,324,833,8865,8246
,,,,,,,,
2011,161.808125,"Mesa, AZ",445256,1837,17,131,1192,497
,,,,,,,,
2011,161.808125,"Phoenix, AZ",1466097,8089,116,559,4090,3324
,,,,,,,,
2011,171.1125,"Pittsburgh, PA",308609,2476,44,67,1239,1126
,,,,,,,,
2011,234.065,"Portland, OR",589991,3037,20,258,1842,917
,,,,,,,,
2011,168.71875,"Raleigh, NC",409014,1724,17,127,900,680
,,,,,,,,
2011,134.935,"Sacramento, CA",471972,3354,36,134,2022,1162
,,,,,,,,
2011,206.1475,"Seattle, WA",618209,3664,20,100,2126,1418
,,,,,,,,
2011,168.176875,"Tampa, FL",340284,2228,28,58,1555,587
,,,,,,,,
2011,165.34125,"Tucson, AZ",527479,3440,51,204,2022,1163
,,,,,,,,
2011,171.99375,"Tulsa, OK",396101,3960,49,266,2555,1090
,,,,,,,,
2011,205.3616667,"Washington, DC",617996,6985,108,172,2949,3756
,,,,,,,,
2011,161.9975,"Wichita, KS",384796,2963,25,245,2203,490
,,,,,,,,
2012,173.13,"Albuquerque, NM",553684,4151,41,278,2740,1092
,,,,,,,,
2012,143.613125,"Atlanta, GA",437041,6027,83,113,3555,2276
,,,,,,,,
2012,243.6275,"Austin, TX",832901,3405,31,209,2187,978
,,,,,,,,
2012,199.1775,"Baltimore, MD",625474,8789,216,317,4651,3605
,,,,,,,,
2012,226.4533333,"Boston, MA",630648,5266,57,249,3050,1910
,,,,,,,,
2012,153.06125,"Buffalo, NY",262434,3382,48,138,1808,1388
,,,,,,,,
2012,158.11,"Charlotte, NC",808504,5238,52,223,3165,1798
,,,,,,,,
2012,156.144375,"Chicago, IL",2708382,27620,500,1372,12272,13476
,,,,,,,,
2012,144.5308333,"Cincinnati, OH",296204,2903,47,199,931,1726
,,,,,,,,
2012,124.8741667,"Cleveland, OH",393781,5469,85,373,1754,3257
,,,,,,,,
2012,148.2141667,"Columbus, OH",797384,4808,71,590,1116,3031
,,,,,,,,
2012,166.0725,"Dallas, TX",1241549,8380,154,486,3647,4093
,,,,,,,,
2012,242.8183333,"Aurora, CO",336952,1400,17,172,729,482
,,,,,,,,
2012,242.8183333,"Denver, CO",628545,3885,39,383,2295,1168
,,,,,,,,
2012,106.5583333,"Detroit, MI",707096,15023,386,442,9345,4850
,,,,,,,,
2012,161.3558333,"Arlington, TX",379295,1909,17,135,1225,532
,,,,,,,,
2012,147.65,"Fresno, CA",506011,2748,51,54,1628,1015
,,,,,,,,
2012,187.8425,"Honolulu, HI",975875,2336,11,165,1246,914
,,,,,,,,
2012,191.3883333,"Houston, TX",2177273,21610,217,665,11343,9385
,,,,,,,,
2012,142.8008333,"Indianapolis, IN",838650,9942,97,436,5967,3442
,,,,,,,,
2012,169.1175,"Jacksonville, FL",840660,5189,93,341,3384,1371
,,,,,,,,
2012,177.145,"Louisville, KY",666200,3989,62,183,2350,1394
,,,,,,,,
2012,142.8325,"Memphis, TN",657436,11417,134,428,7471,3384
,,,,,,,,
2012,214.481875,"Miami, FL",414327,4856,69,65,2626,2096
,,,,,,,,
2012,178.2733333,"Milwaukee, WI",599395,7932,93,234,4508,3097
,,,,,,,,
2012,188.1866667,"Minneapolis, MN",390240,3872,39,403,1711,1719
,,,,,,,,
2012,188.4566667,"Nashville, TN",620886,7314,63,303,5232,1716
,,,,,,,,
2012,197.4975,"Newark, NJ",278906,3220,96,55,1093,1976
,,,,,,,,
2012,186.614375,"Oakland, CA",399487,7963,127,271,3227,4338
,,,,,,,,
2012,174.24125,"Omaha, NE",417970,2485,41,187,1442,815
,,,,,,,,
2012,145.3425,"Orlando, FL",246513,2508,24,103,1778,603
,,,,,,,,
2012,206.505,"Philadelphia, PA",1538957,17853,331,880,8658,7984
,,,,,,,,
2012,182.855,"Mesa, AZ",451391,1804,14,172,1149,469
,,,,,,,,
2012,182.855,"Phoenix, AZ",1485509,9458,123,556,5263,3516
,,,,,,,,
2012,175.6066667,"Pittsburgh, PA",312112,2347,41,47,1125,1134
,,,,,,,,
2012,240.3166667,"Portland, OR",598037,3093,20,231,1892,950
,,,,,,,,
2012,169.75875,"Raleigh, NC",420594,1780,17,113,985,665
,,,,,,,,
2012,140.03,"Sacramento, CA",476557,3520,34,125,2150,1211
,,,,,,,,
2012,211.8058333,"Seattle, WA",626865,3782,25,123,2198,1436
,,,,,,,,
2012,174.925625,"Tampa, FL",350758,2162,23,43,1523,573
,,,,,,,,
2012,171.15125,"Tucson, AZ",531535,3850,42,234,2314,1260
,,,,,,,,
2012,176.125,"Tulsa, OK",398904,3949,42,316,2529,1062
,,,,,,,,
2012,213.5008333,"Washington, DC",632323,7448,88,236,3399,3725
,,,,,,,,
2012,163.14875,"Wichita, KS",386409,2896,23,242,2135,496
,,,,,,,,
2013,175.70375,"Albuquerque, NM",558165,4325,37,439,2803,1046
,,,,,,,,
2013,159.219375,"Atlanta, GA",451020,5516,83,105,2965,2363
,,,,,,,,
2013,266.8341667,"Austin, TX",859180,3123,26,217,2117,763
,,,,,,,,
2013,205.5316667,"Baltimore, MD",622671,8725,233,298,4460,3734
,,,,,,,,
2013,239.3066667,"Boston, MA",643799,5037,39,279,2851,1868
,,,,,,,,
2013,158.76125,"Buffalo, NY",258789,3249,47,145,1735,1322
,,,,,,,,
2013,168.8816667,"Charlotte, NC",837638,5093,59,230,2999,1805
,,,,,,,,
2013,164.756875,"Chicago, IL",2720554,25688,416,1338,12108,11826
,,,,,,,,
2013,148.0716667,"Cincinnati, OH",296491,2858,70,218,958,1612
,,,,,,,,
2013,128.8241667,"Cleveland, OH",389181,5782,58,436,1792,3496
,,,,,,,,
2013,154.5466667,"Columbus, OH",816364,4446,78,692,1213,2463
,,,,,,,,
2013,179.1933333,"Dallas, TX",1255015,8330,143,543,3442,4202
,,,,,,,,
2013,267.625,"Aurora, CO",343484,1429,20,224,716,469
,,,,,,,,
2013,267.625,"Denver, CO",648981,4093,41,519,2400,1133
,,,,,,,,
2013,120.3541667,"Detroit, MI",699889,14501,316,613,8801,4771
,,,,,,,,
2013,170.5233333,"Arlington, TX",378765,1837,18,105,1152,562
,,,,,,,,
2013,165.68,"Fresno, CA",508876,2552,40,53,1556,903
,,,,,,,,
2013,200.9475,"Honolulu, HI",984683,2276,18,221,1294,743
,,,,,,,,
2013,207.8325,"Houston, TX",2180606,20993,214,618,10270,9891
,,,,,,,,
2013,149.0791667,"Indianapolis, IN",850220,10479,129,656,5894,3800
,,,,,,,,
2013,183.1258333,"Jacksonville, FL",845745,5246,93,452,3277,1424
,,,,,,,,
2013,181.30375,"Louisville, KY",671120,3644,48,160,2009,1427
,,,,,,,,
2013,147.40125,"Memphis, TN",657691,10890,125,458,7173,3134
,,,,,,,,
2013,240.37875,"Miami, FL",418394,4945,71,96,2562,2216
,,,,,,,,
2013,184.4333333,"Milwaukee, WI",600805,8194,104,401,4405,3284
,,,,,,,,
2013,204.5758333,"Minneapolis, MN",396206,4038,36,385,1761,1856
,,,,,,,,
2013,201.6866667,"Nashville, TN",635673,6667,35,463,4556,1613
,,,,,,,,
2013,202.2041667,"Newark, NJ",278246,3516,112,45,926,2433
,,,,,,,,
2013,224.639375,"Oakland, CA",403887,7984,90,180,2792,4922
,,,,,,,,
2013,180.3475,"Omaha, NE",425076,2449,42,184,1505,718
,,,,,,,,
2013,163.5575,"Orlando, FL",253238,2316,17,126,1600,573
,,,,,,,,
2013,211.2541667,"Philadelphia, PA",1553153,17074,247,1279,7986,7562
,,,,,,,,
2013,216.806875,"Mesa, AZ",456155,1807,22,203,1104,478
,,,,,,,,
2013,216.806875,"Phoenix, AZ",1502139,9492,118,635,5506,3233
,,,,,,,,
2013,181.9675,"Pittsburgh, PA",307632,2259,45,78,1180,956
,,,,,,,,
2013,268.0025,"Portland, OR",609136,2941,14,234,1776,917
,,,,,,,,
2013,175.44,"Raleigh, NC",428993,1683,12,79,987,605
,,,,,,,,
2013,168.86,"Sacramento, CA",478182,3137,34,95,1850,1158
,,,,,,,,
