Year,index_nsa,"City, State",Population,Violent Crimes,Homicides,Rapes,Assaults,Robberies
1991,95.7075,"Milwaukee, WI",636342,6228,163,502,1311,4252
,,,,,,,,
1991,95.9925,"Minneapolis, MN",373303,5889,64,744,2471,2610
,,,,,,,,
1991,94.77833333,"Nashville, TN",507328,7989,88,514,4739,2648
,,,,,,,,
1991,99.515,"Newark, NJ",276510,9402,88,244,3869,5201
,,,,,,,,
1991,101.933125,"Oakland, CA",379995,9484,149,460,4942,3933
,,,,,,,,
1991,93.4375,"Omaha, NE",338987,3242,35,207,2366,634
,,,,,,,,
1991,99.2525,"Orlando, FL",169009,2011,10,81,1161,759
,,,,,,,,
1991,101.4725,"Philadelphia, PA",1596699,22451,440,904,7186,13921
,,,,,,,,
1991,97.398125,"Mesa, AZ",294754,2058,15,156,1498,389
,,,,,,,,
1991,97.398125,"Phoenix, AZ",995895,11010,128,480,6954,3448
,,,,,,,,
1991,97.00833333,"Pittsburgh, PA",372349,4294,36,300,1254,2704
,,,,,,,,
1991,94.27083333,"Portland, OR",449671,8121,53,464,4881,2723
,,,,,,,,
1991,92.3975,"Raleigh, NC",211350,1761,25,120,964,652
,,,,,,,,
1991,105.3283333,"Sacramento, CA",377058,4896,66,221,2329,2280
,,,,,,,,
1991,98.7925,"Seattle, WA",532418,7221,43,398,4019,2761
,,,,,,,,
1991,99.23125,"Tampa, FL",287354,10030,56,335,6629,3010
,,,,,,,,
1991,91.07,"Tucson, AZ",414766,3896,24,332,2651,889
,,,,,,,,
1991,94.465,"Tulsa, OK",370735,4923,42,414,2998,1469
,,,,,,,,
1991,100.4416667,"Washington, DC",598000,14665,482,214,6704,7265
,,,,,,,,
1991,94.4525,"Wichita, KS",306339,2672,24,284,960,1404
,,,,,,,,
1992,94.14375,"Albuquerque, NM",401529,6168,42,294,4372,1460
,,,,,,,,
1992,99.81625,"Atlanta, GA",410876,15856,198,627,9207,5824
,,,,,,,,
1992,101.615,"Austin, TX",483975,2850,37,294,1069,1450
,,,,,,,,
1992,102.3325,"Baltimore, MD",755517,21799,335,749,8452,12263
,,,,,,,,
1992,98.34083333,"Boston, MA",572822,11672,73,537,6297,4765
,,,,,,,,
1992,102.71,"Buffalo, NY",330466,6367,76,346,2947,2998
,,,,,,,,
1992,99.4,"Charlotte, NC",408951,9456,99,361,5938,3058
,,,,,,,,
1992,102.28125,"Chicago, IL",2832901,84242,960,3754,41080,38448
,,,,,,,,
1992,101.0625,"Cincinnati, OH",369707,5793,49,486,2964,2294
,,,,,,,,
1992,102.3066667,"Cleveland, OH",513487,8532,157,854,3098,4423
,,,,,,,,
1992,100.4216667,"Columbus, OH",643028,7029,113,684,2647,3585
,,,,,,,,
1992,99.66,"Dallas, TX",1046562,21682,387,1096,10667,9532
,,,,,,,,
1992,99.19166667,"Aurora, CO",233939,4064,16,182,3194,672
,,,,,,,,
1992,99.19166667,"Denver, CO",492672,5303,95,437,2967,1804
,,,,,,,,
1992,100.5758333,"Detroit, MI",1044128,26447,595,1225,12433,12194
,,,,,,,,
1992,99.01416667,"Arlington, TX",272037,2056,16,146,1169,725
,,,,,,,,
1992,104.0675,"Fresno, CA",367376,5363,81,203,1985,3094
,,,,,,,,
1992,100.14375,"Honolulu, HI",875297,2382,31,326,1012,1013
,,,,,,,,
1992,101.8833333,"Houston, TX",1695239,24837,465,1169,12073,11130
,,,,,,,,
1992,100.1125,"Indianapolis, IN",493928,6814,88,541,4028,2157
,,,,,,,,
1992,100.305,"Jacksonville, FL",663899,11548,123,713,7098,3614
,,,,,,,,
1992,95.97125,"Louisville, KY",,,,,,
,,,,,,,,
1992,98.08375,"Memphis, TN",628865,9764,176,688,3559,5341
,,,,,,,,
1992,100.089375,"Miami, FL",373791,13945,128,272,6480,7065
,,,,,,,,
1992,101.885,"Milwaukee, WI",643017,6332,146,523,1329,4334
,,,,,,,,
1992,98.67083333,"Minneapolis, MN",377345,6199,60,600,2464,3075
,,,,,,,,
1992,97.15583333,"Nashville, TN",514771,8382,90,498,5126,2668
,,,,,,,,
1992,101.6983333,"Newark, NJ",277544,9715,87,313,3926,5389
,,,,,,,,
1992,100.81375,"Oakland, CA",386086,10140,165,418,4947,4610
,,,,,,,,
1992,98.86125,"Omaha, NE",341753,2207,11,166,1630,400
,,,,,,,,
1992,100.3716667,"Orlando, FL",171694,3232,13,140,2271,808
,,,,,,,,
1992,102.8891667,"Philadelphia, PA",1603638,19103,425,817,6180,11681
,,,,,,,,
1992,99.25125,"Mesa, AZ",301200,2054,9,119,1631,295
,,,,,,,,
1992,99.25125,"Phoenix, AZ",999900,10907,136,476,7155,3140
,,,,,,,,
1992,102,"Pittsburgh, PA",373842,4495,44,221,1241,2989
,,,,,,,,
1992,102.7458333,"Portland, OR",458132,8389,46,490,5167,2686
,,,,,,,,
1992,94.9025,"Raleigh, NC",214674,2171,19,120,1145,887
,,,,,,,,
1992,102.2958333,"Sacramento, CA",383102,4674,45,237,2070,2322
,,,,,,,,
1992,100.7791667,"Seattle, WA",544940,7327,60,353,4337,2577
,,,,,,,,
1992,100.669375,"Tampa, FL",291920,9864,49,303,6513,2999
,,,,,,,,
1992,94.4425,"Tucson, AZ",423836,4327,42,386,2929,970
,,,,,,,,
1992,96.48375,"Tulsa, OK",375053,5008,33,368,3263,1344
,,,,,,,,
1992,101.0983333,"Washington, DC",589000,16680,443,215,8566,7456
,,,,,,,,
1992,97.535,"Wichita, KS",309955,2754,29,255,1130,1340
,,,,,,,,
1993,101.35375,"Albuquerque, NM",407286,6696,50,259,4835,1552
,,,,,,,,
1993,102.1225,"Atlanta, GA",402877,16281,203,492,9541,6045
,,,,,,,,
1993,113.1016667,"Austin, TX",502018,3011,37,271,1148,1555
,,,,,,,,
1993,102.7066667,"Baltimore, MD",732968,21945,353,668,8548,12376
,,,,,,,,
1993,97.95666667,"Boston, MA",553870,10843,98,480,6184,4081
,,,,,,,,
1993,104.83,"Buffalo, NY",324855,6041,76,295,2772,2898
,,,,,,,,
1993,101.4116667,"Charlotte, NC",422862,9725,122,356,6020,3227
,,,,,,,,
1993,105.99625,"Chicago, IL",2788996,79183,862,3379,39753,35189
,,,,,,,,
1993,105.26,"Cincinnati, OH",366591,5621,39,449,2806,2327
,,,,,,,,
1993,106.5083333,"Cleveland, OH",505730,8310,167,834,3012,4297
,,,,,,,,
1993,104.7075,"Columbus, OH",646933,7146,105,658,2496,3887
,,,,,,,,
1993,101.3891667,"Dallas, TX",1042619,18176,317,1000,9439,7420
,,,,,,,,
1993,108.7866667,"Aurora, CO",246610,4457,19,166,3532,740
,,,,,,,,
1993,108.7866667,"Denver, CO",498402,5252,74,393,2922,1863
,,,,,,,,
1993,102.9058333,"Detroit, MI",1020062,28358,579,1189,12999,13591
,,,,,,,,
1993,101.2475,"Arlington, TX",281336,2259,7,146,1396,710
,,,,,,,,
1993,103.61875,"Fresno, CA",379977,5511,87,216,2329,2879
,,,,,,,,
1993,101.0575,"Honolulu, HI",875455,2501,31,286,1099,1085
,,,,,,,,
1993,103.6908333,"Houston, TX",1724327,25069,446,1109,12742,10772
,,,,,,,,
1993,104.08,"Indianapolis, IN",377723,6292,68,517,3657,2050
,,,,,,,,
1993,103.0608333,"Jacksonville, FL",672310,11417,125,699,6989,3604
,,,,,,,,
1993,100.57,"Louisville, KY",,,,,,
,,,,,,,,
1993,100.41,"Memphis, TN",618981,10113,198,725,3824,5366
,,,,,,,,
1993,106.64125,"Miami, FL",372519,14502,127,204,7089,7082
,,,,,,,,
1993,108.4991667,"Milwaukee, WI",623114,6014,157,424,1411,4022
,,,,,,,,
1993,102.5216667,"Minneapolis, MN",366642,6481,58,518,2727,3178
,,,,,,,,
1993,100.9175,"Nashville, TN",513648,9164,87,577,5791,2709
,,,,,,,,
1993,103.2358333,"Newark, NJ",269892,10222,96,257,3977,5892
,,,,,,,,
1993,97.89,"Oakland, CA",377037,9809,154,353,4743,4559
,,,,,,,,
1993,103.74375,"Omaha, NE",341499,3899,32,209,2906,752
,,,,,,,,
1993,101.7191667,"Orlando, FL",176748,4140,15,209,2809,1107
,,,,,,,,
1993,102.3658333,"Philadelphia, PA",1559534,19576,439,785,6821,11531
,,,,,,,,
1993,101.99,"Mesa, AZ",304695,2335,6,111,1808,410
,,,,,,,,
1993,101.99,"Phoenix, AZ",1039369,11911,158,444,7872,3437
,,,,,,,,
1993,106.6583333,"Pittsburgh, PA",368473,4479,80,226,1389,2784
,,,,,,,,
1993,111.4875,"Portland, OR",454889,8445,58,479,5603,2305
,,,,,,,,
1993,98.585,"Raleigh, NC",224057,2030,27,94,1114,795
,,,,,,,,
1993,97.0425,"Sacramento, CA",386732,4850,85,167,2288,2310
,,,,,,,,
1993,102.5883333,"Seattle, WA",531274,7437,67,356,4344,2670
,,,,,,,,
1993,102.10875,"Tampa, FL",288877,9379,43,247,6124,2965
,,,,,,,,
1993,99.695,"Tucson, AZ",426344,4363,44,314,3111,894
,,,,,,,,
1993,101.31375,"Tulsa, OK",378350,4921,54,339,3385,1143
,,,,,,,,
1993,100.6858333,"Washington, DC",578000,16888,454,324,9003,7107
,,,,,,,,
1993,102.305,"Wichita, KS",313597,2743,48,265,1103,1327
,,,,,,,,
1994,113.365,"Albuquerque, NM",416917,6707,45,288,4940,1434
,,,,,,,,
1994,105.58625,"Atlanta, GA",411204,14684,191,422,8728,5343
,,,,,,,,
1994,123.4066667,"Austin, TX",511676,3249,37,249,1421,1542
,,,,,,,,
1994,103.3375,"Baltimore, MD",739180,20951,321,637,8718,11275
,,,,,,,,
1994,99.48,"Boston, MA",556724,10664,85,453,5881,4245
,,,,,,,,
1994,104.96,"Buffalo, NY",324354,6890,90,280,3251,3269
,,,,,,,,
1994,105.7,"Charlotte, NC",527121,9102,87,350,5952,2713
,,,,,,,,
1994,110.499375,"Chicago, IL",2802494,78291,938,3048,40380,33925
,,,,,,,,
1994,109.8258333,"Cincinnati, OH",366953,4855,38,382,2304,2131
,,,,,,,,
1994,111.5591667,"Cleveland, OH",506230,7744,132,749,2939,3924
,,,,,,,,
1994,110.0241667,"Columbus, OH",647860,6761,100,679,2383,3599
,,,,,,,,
1994,103.3033333,"Dallas, TX",1062677,16886,295,957,8557,7077
,,,,,,,,
1994,120.8241667,"Aurora, CO",252833,3661,15,147,2876,623
,,,,,,,,
1994,120.8241667,"Denver, CO",511085,4706,81,366,2545,1714
,,,,,,,,
1994,107.6525,"Detroit, MI",1022283,27471,541,1116,13042,12772
,,,,,,,,
1994,104.11,"Arlington, TX",286748,2443,18,144,1627,654
,,,,,,,,
1994,101.9075,"Fresno, CA",382655,6199,84,192,3113,2810
,,,,,,,,
1994,101.19625,"Honolulu, HI",880687,2528,35,266,1169,1058
,,,,,,,,
1994,104.6833333,"Houston, TX",1758016,22986,375,931,11699,9981
,,,,,,,,
1994,107.9341667,"Indianapolis, IN",380302,6467,108,483,3422,2454
,,,,,,,,
1994,105.385,"Jacksonville, FL",685776,10423,106,648,6242,3427
,,,,,,,,
1994,107.60625,"Louisville, KY",,,,,,
,,,,,,,,
1994,104.02625,"Memphis, TN",628375,9855,159,695,4013,4988
,,,,,,,,
1994,112.885,"Miami, FL",379980,12971,116,221,6793,5841
,,,,,,,,
1994,115.9533333,"Milwaukee, WI",628737,6562,139,429,1977,4017
,,,,,,,,
1994,107.3008333,"Minneapolis, MN",370834,7074,62,578,2990,3444
,,,,,,,,
1994,107.5191667,"Nashville, TN",521301,9375,73,508,6142,2652
,,,,,,,,
1994,104.9191667,"Newark, NJ",271025,10409,96,207,4331,5775
,,,,,,,,
1994,96.065,"Oakland, CA",379695,8330,140,323,3990,3877
,,,,,,,,
1994,109.47375,"Omaha, NE",344975,3930,33,217,2762,918
,,,,,,,,
1994,102.1941667,"Orlando, FL",180288,4109,17,144,2853,1095
,,,,,,,,
1994,101.24,"Philadelphia, PA",1560576,20638,404,721,6807,12706
,,,,,,,,
1994,107.95,"Mesa, AZ",315456,2364,17,120,1820,407
,,,,,,,,
1994,107.95,"Phoenix, AZ",1076108,11627,231,438,7507,3451
,,,,,,,,
1994,109.74,"Pittsburgh, PA",368594,4105,64,261,1311,2469
,,,,,,,,
1994,122.78,"Portland, OR",463072,8808,50,400,6014,2344
,,,,,,,,
1994,106.59375,"Raleigh, NC",228090,2170,30,89,1226,825
,,,,,,,,
1994,93.335,"Sacramento, CA",389458,4698,62,174,2170,2292
,,,,,,,,
1994,106.4916667,"Seattle, WA",540268,6538,69,318,3615,2536
,,,,,,,,
1994,103.930625,"Tampa, FL",294663,10262,62,298,6524,3378
,,,,,,,,
1994,109.2025,"Tucson, AZ",441402,4882,37,289,3544,1012
,,,,,,,,
1994,105.07625,"Tulsa, OK",381640,4639,42,296,3230,1071
,,,,,,,,
1994,100.9175,"Washington, DC",570000,15177,399,249,8218,6311
,,,,,,,,
1994,106.9825,"Wichita, KS",316629,2350,42,224,1024,1060
,,,,,,,,
1995,120.21375,"Albuquerque, NM",419714,4735,53,296,2763,1623
,,,,,,,,
1995,109.779375,"Atlanta, GA",404337,14744,184,441,8859,5260
,,,,,,,,
1995,127.6325,"Austin, TX",523691,4050,46,308,2360,1336
,,,,,,,,
1995,103.9008333,"Baltimore, MD",712209,21492,322,683,9134,11353
,,,,,,,,
1995,101.805,"Boston, MA",550715,9569,96,379,5497,3597
,,,,,,,,
1995,104.6625,"Buffalo, NY",312395,6333,62,261,3174,2836
,,,,,,,,
1995,110.26,"Charlotte, NC",544146,9228,89,366,5824,2949
,,,,,,,,
1995,113.549375,"Chicago, IL",2749811,73011,824,2896,39205,30086
,,,,,,,,
1995,113.1233333,"Cincinnati, OH",359749,4640,50,408,2027,2155
,,,,,,,,
1995,116.5516667,"Cleveland, OH",495074,8150,129,689,3108,4224
,,,,,,,,
1995,115.1391667,"Columbus, OH",638729,6624,77,636,2582,3329
,,,,,,,,
1995,105.2175,"Dallas, TX",1042088,15969,276,852,8942,5899
,,,,,,,,
1995,129.4708333,"Aurora, CO",256957,1958,18,138,1253,549
,,,,,,,,
1995,129.4708333,"Denver, CO",505843,4357,81,320,2543,1413
,,,,,,,,
1995,115.9083333,"Detroit, MI",997297,24011,475,1104,12356,10076
,,,,,,,,
1995,106.5291667,"Arlington, TX",292324,2576,9,154,1892,521
,,,,,,,,
1995,99.915,"Fresno, CA",388495,5659,71,212,3210,2166
,,,,,,,,
1995,98.76125,"Honolulu, HI",880266,2882,38,217,1256,1371
,,,,,,,,
1995,105.2708333,"Houston, TX",1734335,22260,316,837,11885,9222
,,,,,,,,
1995,112.3358333,"Indianapolis, IN",373973,5707,82,381,3158,2086
,,,,,,,,
1995,108.325,"Jacksonville, FL",679148,9596,86,625,5965,2920
,,,,,,,,
1995,113.31625,"Louisville, KY",,,,,,
,,,,,,,,
1995,109.00625,"Memphis, TN",623902,11039,181,785,4294,5779
,,,,,,,,
1995,116.913125,"Miami, FL",378720,12927,110,198,6943,5676
,,,,,,,,
1995,119.785,"Milwaukee, WI",622467,6737,138,370,2579,3650
,,,,,,,,
1995,111.885,"Minneapolis, MN",357709,7076,96,578,2852,3550
,,,,,,,,
1995,115.6825,"Nashville, TN",523681,9376,105,487,6109,2675
,,,,,,,,
1995,104.8358333,"Newark, NJ",260232,10371,102,216,4573,5480
,,,,,,,,
1995,94.453125,"Oakland, CA",368771,8323,138,325,3980,3880
,,,,,,,,
1995,114.9325,"Omaha, NE",348089,3585,27,80,2670,808
,,,,,,,,
1995,103.3,"Orlando, FL",179649,3772,19,141,2564,1048
,,,,,,,,
1995,100.4433333,"Philadelphia, PA",1529848,21860,432,773,7043,13612
,,,,,,,,
1995,114.614375,"Mesa, AZ",324654,2638,17,128,1986,507
,,,,,,,,
1995,114.614375,"Phoenix, AZ",1085706,11590,214,411,7272,3693
,,,,,,,,
1995,111.0766667,"Pittsburgh, PA",354780,3474,58,243,1096,2077
,,,,,,,,
1995,133.9858333,"Portland, OR",458623,8833,43,426,6066,2298
,,,,,,,,
1995,112.96125,"Raleigh, NC",240891,2039,18,104,1269,648
,,,,,,,,
1995,90.805,"Sacramento, CA",375845,4280,57,158,1936,2129
,,,,,,,,
1995,108.775,"Seattle, WA",529526,4904,41,260,2390,2213
,,,,,,,,
1995,106.116875,"Tampa, FL",289882,8735,47,277,5785,2626
,,,,,,,,
1995,115.06,"Tucson, AZ",449981,5427,65,292,3878,1192
,,,,,,,,
1995,108.2925,"Tulsa, OK",377152,4359,30,255,3127,947
,,,,,,,,
1995,100.3091667,"Washington, DC",554000,14745,361,292,7228,6864
,,,,,,,,
1995,110.5275,"Wichita, KS",311675,2185,41,203,1046,895
,,,,,,,,
1996,122.6775,"Albuquerque, NM",426736,6267,70,375,3824,1998
,,,,,,,,
1996,114.678125,"Atlanta, GA",413123,13699,196,392,8306,4805
,,,,,,,,
1996,132.2191667,"Austin, TX",537484,3821,40,270,2135,1376
,,,,,,,,
1996,105.2416667,"Baltimore, MD",716446,19509,330,641,8145,10393
,,,,,,,,
1996,106.3666667,"Boston, MA",552519,9154,59,414,5211,3470
,,,,,,,,
1996,105.155,"Buffalo, NY",313238,4524,56,269,1576,2623
,,,,,,,,
1996,116.0658333,"Charlotte, NC",554070,8915,71,306,5944,2594
,,,,,,,,
1996,116.70625,"Chicago, IL",2754118,67498,789,2752,37097,26860
,,,,,,,,
1996,117.585,"Cincinnati, OH",360457,3921,32,315,1800,1774
,,,,,,,,
1996,121.895,"Cleveland, OH",496049,7631,103,643,2823,4062
,,,,,,,,
1996,120.3016667,"Columbus, OH",640297,6216,89,571,2238,3318
,,,,,,,,
1996,108.655,"Dallas, TX",1060585,16280,217,740,9201,6122
,,,,,,,,
1996,137.0141667,"Aurora, CO",262168,1629,11,193,866,559
,,,,,,,,
1996,137.0141667,"Denver, CO",516224,3832,64,358,2083,1327
,,,,,,,,
1996,126.8433333,"Detroit, MI",1002299,23239,428,1119,12188,9504
,,,,,,,,
1996,109.9991667,"Arlington, TX",298632,2478,17,156,1687,618
,,,,,,,,
1996,99.15,"Fresno, CA",392049,5461,69,216,3089,2087
,,,,,,,,
1996,92.6325,"Honolulu, HI",878044,2748,27,222,1078,1421
,,,,,,,,
1996,107.6316667,"Houston, TX",1772143,22456,261,1002,12917,8276
,,,,,,,,
1996,116.6258333,"Indianapolis, IN",376531,7418,114,424,4280,2600
,,,,,,,,
1996,112.1791667,"Jacksonville, FL",690367,9765,85,681,6207,2792
,,,,,,,,
1996,118.805,"Louisville, KY",,,,,,
,,,,,,,,
1996,113.8575,"Memphis, TN",631626,12535,161,789,5615,5970
,,,,,,,,
1996,120.736875,"Miami, FL",384976,11990,124,201,6526,5139
,,,,,,,,
1996,123.5541667,"Milwaukee, WI",627139,5974,130,281,2210,3353
,,,,,,,,
1996,117.5316667,"Minneapolis, MN",361595,6808,83,516,2967,3242
,,,,,,,,
1996,121.74,"Nashville, TN",530059,10021,89,487,6535,2910
,,,,,,,,
1996,105.4716667,"Newark, NJ",261909,8761,92,179,4271,4219
,,,,,,,,
1996,94.3975,"Oakland, CA",372145,8168,93,322,4131,3622
,,,,,,,,
1996,121.98,"Omaha, NE",350607,4742,27,207,3726,782
,,,,,,,,
1996,105.2633333,"Orlando, FL",182616,4002,13,165,2744,1080
,,,,,,,,
1996,100.8516667,"Philadelphia, PA",1528403,20190,420,644,5938,13188
,,,,,,,,
1996,121.101875,"Mesa, AZ",340818,2459,18,110,1825,506
,,,,,,,,
1996,121.101875,"Phoenix, AZ",1139793,10529,186,460,6126,3757
,,,,,,,,
1996,113.4091667,"Pittsburgh, PA",354308,2850,47,206,1032,1565
,,,,,,,,
1996,145.3575,"Portland, OR",467906,7835,51,402,5325,2057
,,,,,,,,
1996,117.1875,"Raleigh, NC",245176,2109,25,90,1262,732
,,,,,,,,
1996,89.38,"Sacramento, CA",379283,3707,43,154,1636,1874
,,,,,,,,
1996,112.6166667,"Seattle, WA",539591,4543,37,261,2282,1963
,,,,,,,,
1996,108.715,"Tampa, FL",294670,8689,43,264,5711,2671
,,,,,,,,
1996,119.155,"Tucson, AZ",472385,5199,46,282,3583,1288
,,,,,,,,
1996,112.19875,"Tulsa, OK",379798,4428,31,304,3225,868
,,,,,,,,
1996,100.6091667,"Washington, DC",543000,13411,397,260,6310,6444
,,,,,,,,
1996,113.5225,"Wichita, KS",312706,2372,24,227,1298,823
,,,,,,,,
1997,123.53875,"Albuquerque, NM",431027,5677,49,270,3629,1729
,,,,,,,,
1997,119.908125,"Atlanta, GA",420865,12830,150,366,7563,4751
,,,,,,,,
1997,133.44,"Austin, TX",546223,3527,40,283,1920,1284
,,,,,,,,
1997,106.0158333,"Baltimore, MD",719587,17416,312,480,7995,8629
,,,,,,,,
1997,111.8883333,"Boston, MA",555024,7886,43,350,4765,2728
,,,,,,,,
1997,104.3225,"Buffalo, NY",312411,4013,46,230,1542,2195
,,,,,,,,
1997,121.85,"Charlotte, NC",562005,9165,59,345,6045,2716
,,,,,,,,
1997,119.2325,"Chicago, IL",2765852,65110,757,2545,36519,25289
,,,,,,,,
1997,121.3108333,"Cincinnati, OH",360875,,,,,
,,,,,,,,
1997,125.5216667,"Cleveland, OH",496624,7244,77,638,2692,3837
,,,,,,,,
1997,124.4466667,"Columbus, OH",641338,5987,84,696,2103,3104
,,,,,,,,
1997,111.9025,"Dallas, TX",1077829,14915,209,744,8336,5626
,,,,,,,,
1997,145.5641667,"Aurora, CO",266967,1658,17,223,917,501
,,,,,,,,
1997,145.5641667,"Denver, CO",525793,3535,69,356,1857,1253
,,,,,,,,
1997,138.03,"Detroit, MI",1021412,21976,469,968,12331,8208
,,,,,,,,
1997,112.635,"Arlington, TX",303487,2420,12,127,1754,527
,,,,,,,,
1997,97.67875,"Fresno, CA",396843,4782,60,192,2736,1794
,,,,,,,,
1997,85.2875,"Honolulu, HI",880272,2636,34,257,1131,1214
,,,,,,,,
1997,110.4233333,"Houston, TX",1801370,21157,254,790,11967,8146
,,,,,,,,
1997,119.7866667,"Indianapolis, IN",378014,7852,118,383,4601,2750
,,,,,,,,
1997,116.385,"Jacksonville, FL",702545,9437,75,606,6387,2369
,,,,,,,,
1997,124.44375,"Louisville, KY",,,,,,
,,,,,,,,
1997,118.73375,"Memphis, TN",637492,11836,138,938,5520,5240
,,,,,,,,
1997,122.939375,"Miami, FL",391766,11018,98,189,6214,4517
,,,,,,,,
1997,127.2391667,"Milwaukee, WI",628507,6618,122,307,2636,3553
,,,,,,,,
1997,123.1383333,"Minneapolis, MN",363932,6733,58,536,2831,3308
,,,,,,,,
1997,127.7525,"Nashville, TN",531908,9291,112,550,6046,2583
,,,,,,,,
1997,107.3658333,"Newark, NJ",264270,7227,57,170,3558,3442
,,,,,,,,
1997,98.60375,"Oakland, CA",376696,8229,99,306,4342,3482
,,,,,,,,
1997,128.8875,"Omaha, NE",351745,4873,31,176,3848,818
,,,,,,,,
1997,107.9308333,"Orlando, FL",185837,4240,14,174,2790,1262
,,,,,,,,
1997,100.9275,"Philadelphia, PA",1524409,19204,418,650,6198,11938
,,,,,,,,
1997,126.845625,"Mesa, AZ",350592,2554,13,126,1965,450
,,,,,,,,
1997,126.845625,"Phoenix, AZ",1172538,10376,175,428,6048,3725
,,,,,,,,
1997,114.8375,"Pittsburgh, PA",353248,2778,50,175,1010,1543
,,,,,,,,
1997,155.7566667,"Portland, OR",473696,7600,46,356,5250,1948
,,,,,,,,
1997,121.57,"Raleigh, NC",248591,2256,23,102,1404,727
,,,,,,,,
1997,90.25916667,"Sacramento, CA",383921,3717,41,161,1664,1851
,,,,,,,,
1997,120.7075,"Seattle, WA",547209,5002,49,218,2654,2081
,,,,,,,,
1997,112.099375,"Tampa, FL",299867,7988,35,265,5149,2539
,,,,,,,,
1997,121.325,"Tucson, AZ",485933,5116,50,291,3329,1446
,,,,,,,,
1997,116.30625,"Tulsa, OK",381639,4596,40,278,3361,917
,,,,,,,,
1997,100.8825,"Washington, DC",529000,10706,301,218,5688,4499
,,,,,,,,
1997,116.94375,"Wichita, KS",315690,2631,32,228,1481,890
,,,,,,,,
1998,124.80375,"Albuquerque, NM",422417,5563,37,219,3614,1693
,,,,,,,,
1998,127.48375,"Atlanta, GA",414262,12624,149,385,7432,4658
,,,,,,,,
1998,139.1283333,"Austin, TX",559758,3026,32,219,1678,1097
,,,,,,,,
1998,108.4991667,"Baltimore, MD",662253,16025,313,469,7556,7687
,,,,,,,,
1998,121.6208333,"Boston, MA",559631,7427,34,356,4703,2334
,,,,,,,,
1998,104.7625,"Buffalo, NY",308648,3485,39,197,1513,1736
,,,,,,,,
1998,129.0416667,"Charlotte, NC",593078,8627,65,333,5829,2400
,,,,,,,,
1998,123.528125,"Chicago, IL",2750917,62317,703,2387,36110,23117
,,,,,,,,
1998,126.6916667,"Cincinnati, OH",344828,,,,,
,,,,,,,,
1998,130.7108333,"Cleveland, OH",495516,6481,81,576,2460,3364
,,,,,,,,
1998,129.1691667,"Columbus, OH",661227,5401,78,668,2040,2615
,,,,,,,,
1998,118.3091667,"Dallas, TX",1087178,15932,252,724,9078,5878
,,,,,,,,
1998,156.8916667,"Aurora, CO",262465,1496,28,189,802,477
,,,,,,,,
1998,156.8916667,"Denver, CO",509343,2916,51,320,1481,1064
,,,,,,,,
1998,148.9858333,"Detroit, MI",999976,24427,430,858,14581,8558
,,,,,,,,
1998,117.9133333,"Arlington, TX",305948,1859,13,138,1202,506
,,,,,,,,
1998,100.34125,"Fresno, CA",404297,4254,36,175,2649,1394
,,,,,,,,
1998,85.27,"Honolulu, HI",874736,2342,17,242,1031,1052
,,,,,,,,
1998,117.6308333,"Houston, TX",1797157,20183,254,654,11564,7711
,,,,,,,,
1998,123.7991667,"Indianapolis, IN",759689,8624,143,586,5002,2893
,,,,,,,,
1998,123.5466667,"Jacksonville, FL",703251,8113,74,521,5467,2051
,,,,,,,,
1998,129.82375,"Louisville, KY",,,,,,
,,,,,,,,
1998,124.7425,"Memphis, TN",604242,9057,115,722,4048,4172
,,,,,,,,
1998,127.436875,"Miami, FL",372949,9505,86,140,5482,3797
,,,,,,,,
1998,132.275,"Milwaukee, WI",588339,5895,111,286,2528,2970
,,,,,,,,
1998,131.4108333,"Minneapolis, MN",362124,5524,58,458,2637,2371
,,,,,,,,
1998,136.6075,"Nashville, TN",524124,8550,97,483,5747,2223
,,,,,,,,
1998,112.7733333,"Newark, NJ",269205,5637,60,162,2569,2846
,,,,,,,,
1998,108.9225,"Oakland, CA",376375,7008,72,340,3945,2651
,,,,,,,,
1998,135.585,"Omaha, NE",368258,4841,28,173,3692,948
,,,,,,,,
1998,112.615,"Orlando, FL",181527,4088,25,203,2737,1123
,,,,,,,,
1998,103.1716667,"Philadelphia, PA",1449419,21226,338,752,8701,11435
,,,,,,,,
1998,134.656875,"Mesa, AZ",364588,2413,11,120,1781,501
,,,,,,,,
1998,134.656875,"Phoenix, AZ",1225692,10201,185,346,5906,3764
,,,,,,,,
1998,118.6766667,"Pittsburgh, PA",354228,3156,36,194,1348,1578
,,,,,,,,
1998,163.02,"Portland, OR",488813,6707,26,361,4681,1639
,,,,,,,,
1998,126.37125,"Raleigh, NC",256084,2116,28,104,1182,802
,,,,,,,,
1998,95.0975,"Sacramento, CA",384703,3376,31,141,1515,1689
,,,,,,,,
1998,133.2725,"Seattle, WA",538105,4475,49,242,2456,1728
,,,,,,,,
1998,117.82125,"Tampa, FL",295027,7543,40,266,4773,2464
,,,,,,,,
1998,125.58625,"Tucson, AZ",467677,4834,45,364,2940,1485
,,,,,,,,
1998,123.13875,"Tulsa, OK",386251,4370,38,267,3216,849
,,,,,,,,
1998,103.7016667,"Washington, DC",523000,8988,260,190,4932,3606
,,,,,,,,
1998,124.59875,"Wichita, KS",329179,2190,31,187,1177,795
,,,,,,,,
